date,campaign_name,campaign_type,spend,revenue,impressions,clicks,conversions
2024-02-21,Google_Shopping_Main,shopping,994.94,4146.66,36113,539,22
2024-02-22,Google_Shopping_Main,shopping,1118.64,4887.42,35223,597,22
2024-02-23,Google_Shopping_Main,shopping,1131.18,4789.8,33050,661,21
2024-02-24,Google_Shopping_Main,shopping,1248.39,5130.15,36452,701,24
2024-02-25,Google_Shopping_Main,shopping,1262.86,5751.78,57270,830,37
2024-02-26,Google_Shopping_Main,shopping,1139.09,4970.72,21546,513,20
2024-02-27,Google_Shopping_Main,shopping,992.38,4075.24,22176,528,24
2024-02-28,Google_Shopping_Main,shopping,1102.42,4385.43,35340,570,30
2024-02-29,Google_Shopping_Main,shopping,992.09,5072.69,32635,535,16
2024-03-01,Google_Shopping_Main,shopping,1065.74,4200.5,28468,647,15
2024-03-02,Google_Shopping_Main,shopping,1128.98,5534.98,30772,628,22
2024-03-03,Google_Shopping_Main,shopping,1050.67,4069.2,27216,567,29
2024-03-04,Google_Shopping_Main,shopping,981.89,4115.41,32100,535,21
2024-03-05,Google_Shopping_Main,shopping,981.43,4244.61,29160,486,20
2024-03-06,Google_Shopping_Main,shopping,1058.87,4420.51,37335,655,29
2024-03-07,Google_Shopping_Main,shopping,1045.17,4398.15,29697,521,15
2024-03-08,Google_Shopping_Main,shopping,1077.37,4602.95,26363,643,24
2024-03-09,Google_Shopping_Main,shopping,1070.52,5215.35,38896,572,14
2024-03-10,Google_Shopping_Main,shopping,1059.15,4868.23,34656,608,20
2024-03-11,Google_Shopping_Main,shopping,1069.52,4247.78,42228,612,23
2024-03-12,Google_Shopping_Main,shopping,1028.4,4524.35,29839,563,20
2024-03-13,Google_Shopping_Main,shopping,1128.42,4835.42,44265,681,38
2024-03-14,Google_Shopping_Main,shopping,984.38,3662.15,33852,546,24
2024-03-15,Google_Shopping_Main,shopping,1136.53,5259.97,40392,612,22
2024-03-16,Google_Shopping_Main,shopping,1204.24,4873.79,29610,630,16
2024-03-17,Google_Shopping_Main,shopping,1200.78,5082.43,49980,714,39
2024-03-18,Google_Shopping_Main,shopping,1066.78,4150.67,43692,662,26
2024-03-19,Google_Shopping_Main,shopping,918.73,3693.85,20160,448,24
2024-03-20,Google_Shopping_Main,shopping,913.3,3409.29,23664,464,20
2024-03-21,Google_Shopping_Main,shopping,1076.71,4211.14,33280,640,22
2024-03-22,Google_Shopping_Main,shopping,1128.61,4594.81,32704,584,25
2024-03-23,Google_Shopping_Main,shopping,1296.0,5199.11,44896,736,20
2024-03-24,Google_Shopping_Main,shopping,1252.6,5683.54,35695,605,21
2024-03-25,Google_Shopping_Main,shopping,1075.49,5162.7,29596,604,20
2024-03-26,Google_Shopping_Main,shopping,1108.16,4367.5,29164,634,19
2024-03-27,Google_Shopping_Main,shopping,1006.53,4612.34,35341,599,15
2024-03-28,Google_Shopping_Main,shopping,1097.98,4453.09,27232,592,20
2024-03-29,Google_Shopping_Main,shopping,1090.96,4787.92,34236,634,21
2024-03-30,Google_Shopping_Main,shopping,1263.95,4854.95,42147,669,14
2024-01-01,Google_Brand_Search,brand,1214.65,5251.93,37400,748,29
2024-01-02,Google_Brand_Search,brand,1361.86,6344.17,48880,752,35
2024-01-03,Google_Brand_Search,brand,1230.19,5254.07,45627,681,33
2024-01-04,Google_Brand_Search,brand,1246.91,4778.24,40114,647,21
2024-01-05,Google_Brand_Search,brand,1220.66,4674.73,27000,675,35
2024-01-06,Google_Brand_Search,brand,1516.78,5738.89,36284,772,24
2024-01-07,Google_Brand_Search,brand,1495.53,7411.63,39903,849,34
2024-01-08,Google_Brand_Search,brand,1318.56,5426.26,38976,696,32
2024-01-09,Google_Brand_Search,brand,1399.65,5830.44,40179,681,24
2024-01-10,Google_Brand_Search,brand,1371.46,4867.85,47628,882,42
2024-01-11,Google_Brand_Search,brand,1419.72,5489.09,39151,833,34
2024-01-12,Google_Brand_Search,brand,1359.32,5398.18,34968,744,23
2024-01-13,Google_Brand_Search,brand,1461.7,6334.04,41100,822,38
2024-01-14,Google_Brand_Search,brand,1504.43,6189.59,35332,803,37
2024-01-15,Google_Brand_Search,brand,1341.25,5475.16,42559,803,37
2024-01-16,Google_Brand_Search,brand,1498.15,6655.33,64120,916,45
2024-01-17,Google_Brand_Search,brand,1307.72,4676.49,28840,721,23
2024-01-18,Google_Brand_Search,brand,1431.55,5869.88,59202,897,46
2024-01-19,Google_Brand_Search,brand,1251.98,5598.31,35955,765,28
2024-01-20,Google_Brand_Search,brand,1439.88,6076.04,52399,859,35
2024-01-21,Google_Brand_Search,brand,1475.15,5740.3,34672,788,38
2024-01-22,Google_Brand_Search,brand,1480.53,6143.93,46482,762,26
2024-01-23,Google_Brand_Search,brand,1496.96,6409.53,32431,791,37
2024-01-24,Google_Brand_Search,brand,1375.19,6186.45,55284,813,34
2024-01-25,Google_Brand_Search,brand,1278.81,5865.06,29064,692,24
2024-01-26,Google_Brand_Search,brand,1242.25,5346.18,27871,593,27
2024-01-27,Google_Brand_Search,brand,1419.26,5287.85,59150,845,25
2024-01-28,Google_Brand_Search,brand,1511.26,7318.01,47960,872,31
2024-01-29,Google_Brand_Search,brand,1315.67,5027.63,45760,715,37
2024-01-30,Google_Brand_Search,brand,1286.02,5833.93,41216,644,24
2024-01-31,Google_Brand_Search,brand,1444.63,4929.21,38808,792,33
2024-02-01,Google_Brand_Search,brand,1192.05,4605.47,34500,750,40
2024-02-02,Google_Brand_Search,brand,1451.37,6439.04,52736,824,31
2024-02-03,Google_Brand_Search,brand,1424.58,6672.21,44022,759,20
2024-02-04,Google_Brand_Search,brand,1473.99,5742.93,48776,871,38
2024-02-05,Google_Brand_Search,brand,1308.14,5438.09,41446,782,35
2024-02-06,Google_Brand_Search,brand,1413.76,5773.17,39538,746,22
2024-02-07,Google_Brand_Search,brand,1337.64,6106.24,54303,787,24
2024-02-08,Google_Brand_Search,brand,1198.45,4923.53,35664,743,34
2024-02-09,Google_Brand_Search,brand,1248.05,5524.64,35586,659,25
2024-02-10,Google_Brand_Search,brand,1391.31,6365.75,32600,815,29
2024-02-11,Google_Brand_Search,brand,1301.5,5480.17,37104,773,31
2024-02-12,Google_Brand_Search,brand,1155.18,5526.12,26080,652,22
2024-02-13,Google_Brand_Search,brand,1177.45,4918.42,37107,651,31
2024-02-14,Google_Brand_Search,brand,1218.27,4490.55,46280,712,23
2024-02-15,Google_Brand_Search,brand,1259.76,5329.2,44591,731,32
2024-02-16,Google_Brand_Search,brand,1117.13,4483.56,42147,669,26
2024-02-17,Google_Brand_Search,brand,1223.82,5020.83,33887,721,30
2024-02-18,Google_Brand_Search,brand,1315.28,5722.92,43968,687,32
2024-02-19,Google_Brand_Search,brand,1133.86,4531.12,36656,632,21
2024-02-20,Google_Brand_Search,brand,1220.84,5054.26,31372,682,30
2024-02-21,Google_Brand_Search,brand,1108.46,4993.17,28072,638,33
2024-02-22,Google_Brand_Search,brand,1087.94,5546.98,29612,673,24
2024-02-23,Google_Brand_Search,brand,1032.85,3895.91,27832,568,23
2024-02-24,Google_Brand_Search,brand,1127.23,4812.37,43400,620,26
2024-02-25,Google_Brand_Search,brand,1215.47,4951.48,36424,628,27
2024-02-26,Google_Brand_Search,brand,1060.25,4367.12,27391,559,27
2024-02-27,Google_Brand_Search,brand,1107.8,4796.15,38940,660,24
2024-02-28,Google_Brand_Search,brand,1069.66,4243.89,34722,643,25
2024-02-29,Google_Brand_Search,brand,1026.14,4749.08,25420,620,28
2024-03-01,Google_Brand_Search,brand,964.72,3713.59,23552,512,20
2024-03-02,Google_Brand_Search,brand,1139.45,4942.57,28305,629,32
2024-03-03,Google_Brand_Search,brand,1211.02,5093.77,33182,706,26
2024-03-04,Google_Brand_Search,brand,1016.88,4541.49,26085,555,21
2024-03-05,Google_Brand_Search,brand,1121.53,4405.14,46299,671,21
2024-03-06,Google_Brand_Search,brand,1032.49,4498.64,27360,570,25
2024-03-07,Google_Brand_Search,brand,1031.91,4215.73,35028,556,26
2024-03-08,Google_Brand_Search,brand,1082.16,3812.99,31752,648,28
2024-03-09,Google_Brand_Search,brand,1072.11,3684.07,27216,648,26
2024-03-10,Google_Brand_Search,brand,1007.66,3821.66,22600,565,16
2024-03-11,Google_Brand_Search,brand,1154.48,5387.15,42840,612,19
2024-03-12,Google_Brand_Search,brand,1129.12,4826.2,38592,603,18
2024-03-13,Google_Brand_Search,brand,1031.55,3941.96,28350,630,16
2024-03-14,Google_Brand_Search,brand,1099.42,4609.98,31295,569,12
2024-03-15,Google_Brand_Search,brand,1005.83,4472.96,29900,598,16
2024-03-16,Google_Brand_Search,brand,1080.02,4759.81,39872,623,21
2024-03-17,Google_Brand_Search,brand,1083.21,4425.37,39424,616,29
2024-03-18,Google_Brand_Search,brand,995.25,4407.76,28557,501,20
2024-03-19,Google_Brand_Search,brand,1045.48,4418.77,35365,643,25
2024-03-20,Google_Brand_Search,brand,998.11,3790.41,37260,540,27
2024-03-21,Google_Brand_Search,brand,1052.54,5129.42,35640,594,24
2024-03-22,Google_Brand_Search,brand,1056.57,4271.67,31863,559,27
2024-03-23,Google_Brand_Search,brand,1171.51,5073.8,44660,638,23
2024-03-24,Google_Brand_Search,brand,1329.94,6153.79,46536,831,33
2024-03-25,Google_Brand_Search,brand,1107.41,4280.55,36018,667,27
2024-03-26,Google_Brand_Search,brand,1074.7,4401.29,37808,556,20
2024-03-27,Google_Brand_Search,brand,1167.56,5016.63,31800,636,16
2024-03-28,Google_Brand_Search,brand,1238.64,5003.36,32879,671,23
2024-03-29,Google_Brand_Search,brand,1223.45,4676.82,39636,734,19
2024-03-30,Google_Brand_Search,brand,1236.19,5100.26,40392,748,28
2024-01-01,Google_Performance_Max,search,1332.59,5226.78,36608,704,28
2024-01-02,Google_Performance_Max,search,1225.52,5855.2,37944,612,27
2024-01-03,Google_Performance_Max,search,1286.68,5184.84,38160,636,25
2024-01-04,Google_Performance_Max,search,1323.62,5496.67,39440,680,29
2024-01-05,Google_Performance_Max,search,1232.62,5342.76,46368,672,25
2024-01-06,Google_Performance_Max,search,1259.26,5470.0,33660,765,35
2024-01-07,Google_Performance_Max,search,1531.2,6837.57,44616,858,44
2024-01-08,Google_Performance_Max,search,1195.86,4387.92,31876,613,17
2024-01-09,Google_Performance_Max,search,1400.01,5692.35,41724,732,25
2024-01-10,Google_Performance_Max,search,1334.55,5642.87,39010,830,22
2024-01-11,Google_Performance_Max,search,1313.99,5047.83,45225,675,31
2024-01-12,Google_Performance_Max,search,1363.75,5890.94,38050,761,32
2024-01-13,Google_Performance_Max,search,1488.11,5850.77,47600,850,37
2024-01-14,Google_Performance_Max,search,1361.95,6083.69,43778,742,33
2024-01-15,Google_Performance_Max,search,1426.72,5508.71,34540,785,45
2024-01-16,Google_Performance_Max,search,1368.83,6400.55,57460,845,36
2024-01-17,Google_Performance_Max,search,1420.95,5000.65,43362,803,29
2024-01-18,Google_Performance_Max,search,1595.77,6166.02,58094,937,56
2024-01-19,Google_Performance_Max,search,1371.09,6648.62,40975,745,35
2024-01-20,Google_Performance_Max,search,1581.81,6967.11,56544,912,41
2024-01-21,Google_Performance_Max,search,1444.6,7354.16,47966,827,29
2024-01-22,Google_Performance_Max,search,1474.04,5546.34,44793,711,26
2024-01-23,Google_Performance_Max,search,1200.63,5060.61,40474,686,37
2024-01-24,Google_Performance_Max,search,1398.55,5560.94,48768,762,35
2024-01-25,Google_Performance_Max,search,1356.96,5041.39,48688,716,22
2024-01-26,Google_Performance_Max,search,1360.95,5622.88,38352,752,29
2024-01-27,Google_Performance_Max,search,1507.76,6113.75,38925,865,46
2024-01-28,Google_Performance_Max,search,1556.7,7413.75,46200,825,29
2024-01-29,Google_Performance_Max,search,1499.14,5805.57,46035,837,46
2024-01-30,Google_Performance_Max,search,1428.69,5918.79,39420,730,22
2024-01-31,Google_Performance_Max,search,1399.48,5817.97,43092,684,25
2024-02-01,Google_Performance_Max,search,1311.97,5115.7,29106,693,22
2024-02-02,Google_Performance_Max,search,1345.25,5576.83,49288,808,31
2024-02-03,Google_Performance_Max,search,1466.72,5775.94,44829,879,42
2024-02-04,Google_Performance_Max,search,1507.14,6562.6,41724,732,31
2024-02-05,Google_Performance_Max,search,1264.7,5826.29,40338,747,23
2024-02-06,Google_Performance_Max,search,1361.78,5510.24,54670,781,33
2024-02-07,Google_Performance_Max,search,1546.23,6893.51,47139,827,36
2024-02-08,Google_Performance_Max,search,1340.28,6001.96,55160,788,22
2024-02-09,Google_Performance_Max,search,1174.79,4802.89,39960,666,16
2024-02-10,Google_Performance_Max,search,1466.16,6490.73,38991,951,48
2024-02-11,Google_Performance_Max,search,1353.42,5388.21,40290,790,33
2024-02-12,Google_Performance_Max,search,1329.08,5979.26,46206,906,31
2024-02-13,Google_Performance_Max,search,1279.89,5503.85,40194,609,22
2024-02-14,Google_Performance_Max,search,1109.6,4814.62,26200,655,21
2024-02-15,Google_Performance_Max,search,1261.61,5418.08,28704,624,24
2024-02-16,Google_Performance_Max,search,1297.63,5760.18,47637,711,32
2024-02-17,Google_Performance_Max,search,1306.71,6241.5,34032,709,21
2024-02-18,Google_Performance_Max,search,1305.85,5294.0,31455,699,31
2024-02-19,Google_Performance_Max,search,1257.14,5819.96,43420,668,30
2024-02-20,Google_Performance_Max,search,1143.01,5139.38,39564,628,27
2024-02-21,Google_Performance_Max,search,1097.59,4696.19,29019,569,25
2024-02-22,Google_Performance_Max,search,1083.44,4535.91,29684,724,29
2024-02-23,Google_Performance_Max,search,1083.95,3763.75,37320,622,21
2024-02-24,Google_Performance_Max,search,1228.55,5127.14,44774,734,30
2024-02-25,Google_Performance_Max,search,1280.7,5805.24,41350,827,38
2024-02-26,Google_Performance_Max,search,1056.48,4354.89,33972,596,31
2024-02-27,Google_Performance_Max,search,1051.48,4079.98,34328,613,22
2024-02-28,Google_Performance_Max,search,1035.28,4250.4,35940,599,15
2024-02-29,Google_Performance_Max,search,1108.17,4326.69,39848,586,20
2024-03-01,Google_Performance_Max,search,1051.79,4736.12,26961,627,27
2024-03-02,Google_Performance_Max,search,1119.32,5001.91,38125,625,37
2024-03-03,Google_Performance_Max,search,1158.92,4799.93,27262,634,23
2024-03-04,Google_Performance_Max,search,1026.78,3979.52,39200,560,24
2024-03-05,Google_Performance_Max,search,974.39,3981.94,31537,517,23
2024-03-06,Google_Performance_Max,search,1082.73,4409.55,28861,589,23
2024-03-07,Google_Performance_Max,search,974.94,3914.86,34465,565,21
2024-03-08,Google_Performance_Max,search,902.2,3854.87,22704,528,25
2024-03-09,Google_Performance_Max,search,1129.08,4248.02,38272,598,15
2024-03-10,Google_Performance_Max,search,1161.82,4390.32,44988,652,25
2024-03-11,Google_Performance_Max,search,971.09,3658.62,32704,511,21
2024-03-12,Google_Performance_Max,search,1005.04,4508.02,28362,489,20
2024-03-13,Google_Performance_Max,search,1015.92,4158.58,23940,570,11
2024-03-14,Google_Performance_Max,search,1032.05,4093.31,30957,607,26
2024-03-15,Google_Performance_Max,search,1017.38,4553.3,35292,519,19
2024-03-16,Google_Performance_Max,search,1186.68,5059.8,34272,714,23
2024-03-17,Google_Performance_Max,search,1087.61,4702.26,29440,640,22
2024-03-18,Google_Performance_Max,search,1059.13,4273.49,37820,620,27
2024-03-19,Google_Performance_Max,search,1000.98,3976.82,33394,566,26
2024-03-20,Google_Performance_Max,search,1116.02,4772.86,35648,557,20
2024-03-21,Google_Performance_Max,search,1082.29,4869.74,24210,538,22
2024-03-22,Google_Performance_Max,search,1149.93,5175.4,38491,631,32
2024-03-23,Google_Performance_Max,search,1224.83,4994.93,26840,671,26
2024-03-24,Google_Performance_Max,search,1198.34,5073.59,35620,685,33
2024-03-25,Google_Performance_Max,search,1109.09,4283.11,30450,609,25
2024-03-26,Google_Performance_Max,search,1216.64,5985.46,38454,754,32
2024-03-27,Google_Performance_Max,search,1263.65,5738.09,39144,699,35
2024-03-28,Google_Performance_Max,search,1286.75,5818.98,45760,715,25
2024-03-29,Google_Performance_Max,search,1216.41,5534.23,43180,635,29
2024-03-30,Google_Performance_Max,search,1318.15,5129.9,29348,667,25
